Name,Address,Place_ID,Latitude,Longitude
Szórádi Rózsa - Flavon életmód és Üzleti mentor,"Budapest, Ugró Gyula sor 17-7/44",ChIJ1Qp23RLaQUcRjJkNljlMKtE,47.5788334,19.10548799999999
Tulasi Jógastúdió,"Budapest, Wass Albert tér 2 2-emelet 23",ChIJo6Q2g6HcQUcRBRMJ0Q6wQ1o,47.5107881,19.123273
Habit Personal Training Studio,"Budapest, Berzenczey utca 33",ChIJjx7X-kHdQUcRePrGS8Xpyic,47.4831461,19.0744033
F45 Funkcionális Fitnesz Budapest,"Budapest, Fiastyúk utca 4-8",ChIJdyHm0YPbQUcRuO3SkxghZeg,47.545562,19.073331
Crossfox,"Budapest, Böszörményi út 2/A",ChIJqXlOncfdQUcRnLcaSz3VNLw,47.4975363,19.0210856
Fitnext Alakformáló Studio,"Budapest, Homoktövis utca 112",ChIJ7-y6wKLQQUcRjzMXwvuvwAQ,47.59854889999999,19.1185226
Yoga Magic Budapest,"Budapest, Aradi utca 52/b",ChIJHYjJHB_dQUcR9xw01DJsWBk,47.5099402,19.0681491
Shitokai Hungary Headquarters,"Budapest, Pázmány Péter utca 47",ChIJMfW64H_bQUcRJBtgVL1YnyE,47.5571315,19.1099683
RSports Performance Studio®️,"Budapest, Nádastó utca 52",ChIJi_9mynrbQUcRUDh0u-PDur0,47.5417464,19.1326407
AllerGéniusz Egyesület,"Budapest, Zimonyi utca 74",ChIJDd97bafBQUcRe-yYERwJGHE,47.4705204,19.302873
POWER GYM & FITNESS,"Budapest, Könyves Kálmán körút 62-64",ChIJN8TU61bdQUcRpiN3JH0X9bo,47.4820791,19.1030168
FittSlim Speedfitness Stúdió,"Budapest, Nemes utca 117",ChIJobvQGv_BQUcRlegcia_qSoo,47.4147277,19.2031766
Himalájai Jóga Tradíció,"Budapest, Kiss József utca 4 III-16",ChIJoZ9WjbLdQUcRNWX9p1CLCkI,47.4973486,19.0745399
Namaste Jóga Stúdió,"Budapest, Polgár utca 5",ChIJySpaCG3ZQUcRYQlQ4S4vbQk,47.5412316,19.0438459
Újpalotai Sportcentrum,"Budapest, Drégelyvár utca 57",ChIJc4lCjxfbQUcRhvHA2ebY06g,47.5355646,19.13322369999999
Thor Buda,"Budapest, Bogdáni út 3",ChIJoWZ72GTZQUcRvpCGi7Sn3AQ,47.5502937,19.0461166
Ping pong asztalok,"Budapest, Pestszenterzsébet",ChIJ76KCEgDDQUcRy84yGw8X5h4,47.4359437,19.0968866
Kettlebell Dózis HQ,"Budapest, Temesvár utca 19-21",ChIJKWNf4JXdQUcRMM57Wj8WoR4,47.4524951,19.0418605
Kültéri fitneszpark,"Budapest, Ede utca 2",ChIJNeUGSQDHQUcRoJmJ9M-nOQM,47.4882965,19.2956759
Down Központ,Budapest Ilka utca 26 II. emelet 6. és 7/A. III.emelet 4. és 5,ChIJA85Sp4PcQUcRR6TA3ErFtGY,47.5078543,19.0982433
Flow and Breathe - Boutique Yoga Studio in Budapest,"Budapest, Király utca 28",ChIJK4J32QbdQUcR3JDG9M-Pcv8,47.499745,19.059188
Park Inn By Radisson Budapest,"Budapest, Szekszárdi utca 16-18",ChIJDQz-_szbQUcRx8EubQQRibc,47.5534576,19.0786493
You Can Fight Club / Cosmos,"Budapest, Kruspér utca 3",ChIJF1xkjbjdQUcRkPiNBBv1_98,47.4783777,19.0549787
Pilates Komplex,"Budapest, Bartók Béla út 19",ChIJMbyvU2PdQUcRMW8GdS42-dQ,47.4809955,19.0519833
Martos Kondi,"Budapest, Stoczek József utca",ChIJb3-ubwDdQUcR5ZtNW6bLdTU,47.478628,19.0555968
"Tűzmadár SE. Karate (gyerekeknek, felnőtteknek)","Budapest, Hargita tér 14",ChIJY3teqh_CQUcREX-C0r8z2VE,47.4291675,19.2068523
Visionbody Adele,"Diósd, Vadvirág utca 28",ChIJJ6Ro7DzhQUcR0pX0D8OcOkU,47.4137982,18.9323494
Spartan Fightclub Budapest SE,"Budapest, Nagybecskerek utca 32",ChIJ9yk_R4rBQUcRHs_jswBqJaU,47.43899709999999,19.2200271
Nap-Hold Mozgásstúdió,"Vecsés, Fő út 119",ChIJGTgjwTrAQUcRA_o23_HTdDo,47.4107112,19.2739127
Bestrong Streetworkout Kondipark,"Nagytarcsa, Gesztenye sor",ChIJjw1VzbTFQUcRHjrN55T_vQY,47.5277864,19.2725123
Fitness park,"Budapest, Nagyvárad tér 500",ChIJ2-drzSDdQUcRgwM4AynNiIk,47.4802253,19.0910971
Misogi Aiki Dojo - Aikido training,"Budapest, Baranyai utca",ChIJ2TtfPq7dQUcRgRCDS1Avnnw,47.4725686,19.0493703
TMS Pilates Andrássy,"Budapest, Andrássy út 53",ChIJherr_kLdQUcR1DRavLK5d4o,47.50557939999999,19.0645313
TripleX központ,"Budapest, Hercegprímás utca 13",ChIJH_jq7WLdQUcRRGFkWwjr65w,47.50192859999999,19.0530348
Helia Fitness Center,"Budapest, Kárpát utca 62-64",ChIJ_UTPkfDbQUcRfQpxUpS9Qfg,47.5252014,19.0556752
Olivalife,"Budapest, Váci út 9-15",ChIJYR89vRbbQUcRBhdukxFc6wA,47.5185521,19.0613236
Amazon Fitness,"Budapest, Pesti út 368",ChIJOyKh6e7BQUcRUE5CO7hnckU,47.4700082,19.29393869999999
Reka Gym,"Budapest, Batthyány Ilona utca 8b",ChIJ6b-LWEXEQUcRiyXlFrNROnw,47.5189979,19.2298852
Body Space Óbuda,"Budapest, Vályog utca 8",ChIJ_7r8WWLZQUcRetlOhjGysEA,47.5408288,19.0318753
Pető Rita - a fizikai és mentális trénered,"Budapest, Pozsonyi út 54",ChIJ-3UNWpPbQUcR4WAEv2jE5hk,47.5205263,19.0525439
Újlipót STK,"Budapest, Balzac utca 8-10",ChIJWQlZgXvdQUcRO2U7bkd0PLc,47.5149548,19.0574842
Marosvölgyi Noémi rúdtánc webshop és Workshop. RúdMánia - MN WEAR,"Budapest, Garay tér 13",ChIJBQoAC7_dQUcRBX7Q7W2x08M,47.5043598,19.0860903
Speedfitness Budapest - Idol Stúdió,"Budapest, Dolgos utca 2",ChIJSdgDqyncQUcRaUC9LvQAmYM,47.490997,19.0218445
Gabala Pilates and Yoga Studio,"Budapest, Bécsi út 314/C",ChIJjRRBiazZQUcRViJnvefijnQ,47.571985,19.016274
"Nagea Lifestyle Testalkat- szakértő, Pilates és kismama Pilates oktató","Budapest, Lónyay utca 18.a",ChIJ5febJJ3dQUcRSRlzfVqywuA,47.486552,19.0617432
Wellnest,"Budapest, Ilka utca 47-1-es kapucsengő",ChIJzSmci3_dQUcROftYlxR4sqA,47.5109238,19.095237
Kistarcsai Élmény és Mozgás Központ,"Kistarcsa, Szabadság út 52",ChIJ2Sa2w6zFQUcRMkMYYRUYfG4,47.545883,19.260604
Synergym,"Budapest, Hungária körút 130",ChIJ2VYcH9PdQUcRfTZsO-xmb0g,47.51017969999999,19.1001281
TMS Pilates Fő utca,"Budapest, Fő utca 77",ChIJtwT3RmTdQUcRiu-y2GKyCVs,47.5105854,19.0385601
Mandala Jóga Móricz,"Budapest, bejárat a belső udvarból, Bartók Béla út 57",ChIJARhA_lrdQUcRIUZUUQET-68,47.47708,19.0446931
Fortress - Az Erőd,"Budapest, Bérkocsis utca 12",ChIJQV6eI5zdQUcRsvS5J294L1Q,47.4937184,19.0716768
Fitness21,"Budapest, II. Rákóczi Ferenc út 107-115-D épület",ChIJTcBUNPLnQUcR2RyxubjXqs4,47.4276078,19.0668932
Kültéri kondipark,"Budapest, Kelenvölgyi utca",ChIJMTlooybnQUcRWy2Hn19hvFI,47.426944,19.0002986
Solymár Fitness - Hanker,"Solymár, Templom tér 5",ChIJDR_BBrp3akcRalTBuT3lJJM,47.5915122,18.929097
Esztyoga,"Budapest, Nyugati tér 9. 2-em. 5",ChIJV-OYHXPdQUcR1bf9DZ24sUk,47.509865,19.054794
BVSC Tatai GYM,"Budapest, Tatai utca 85",ChIJBxv1EtTbQUcRummc__NMsEg,47.53666810000001,19.0925194
"MyFit Speed ConCept Személyi Edző Stúdió - gyorsedzés, EMS edzés, ampli fitness, ampli train","Budapest, Alkotás utca 53",ChIJmwP-0qLdQUcR1c9VdQgQ_E0,47.4907309,19.023923
Bodyfocus,"Budapest, Tábornok utca 3",ChIJqcLqyDDdQUcRQpwqD3SQWHk,47.50134629999999,19.1089621
Szabadtéri fittness park,"Budapest, People's Park",ChIJH8irgYfdQUcRNpmPBj1_1tg,47.480874,19.1039155
Naliniyoga,"Budapest, Gém utca 4",ChIJS5I0miLDQUcR8iGyLY8hsEA,47.4708448,19.1209865
Bertók Andrea Hangtálmasszőr és gyermekjóga oktató,"Budapest, Városmajor utca 53/a",ChIJZVF8deHfQUcRwn7AsetaBok,47.5066388,19.0158189
Gobuda Fitness,"Budapest, Bécsi út 154",ChIJ7cAf0IPZQUcRkIxGzIDPS4Q,47.54647800000001,19.027705
Bhaktivedanta College of Theology,"Budapest, Attila utca 8",ChIJU9ClbW7cQUcRKVfFacwFODE,47.5850148,19.0476524
4% Fitness Garden Branch,"Budapest, Erkel utca 18",ChIJscNH7TXdQUcRu8OnuM2KaAE,47.4878537,19.0639765
Bhaktivedanta Jógastúdió Csillaghegy,"Budapest, Attila utca 8",ChIJiQunt7jZQUcRRr46GDqGKgA,47.58499339999999,19.0476781
Mozgástér,"Budapest, Donáti utca 40-42",ChIJbUnPP1rbQUcR8GaOffgo_yo,47.5060023,19.0350691
Roxy Studio - Zumba Fitness - Dance Classes - Aerobic - TRX,"Budapest, Tátra utca 4",ChIJu2mh4Q7cQUcRs28Nufwmsc8,47.51325179999999,19.0501041
SA Gym Krav Maga Kick Box Crossfit Edzés,"Budapest, Victor Hugo utca 6",ChIJ5eqDOcHdQUcR3BIimMhQeYI,47.5174166,19.0585679
Re-Gym,"Budapest, Szív utca 16",ChIJObeFW3DcQUcRHZBcRG9kEpA,47.5080706,19.0698639
Fitness Vision Hungary Kft.,"Budapest, lrodaház földszint, Váci út 29-31",ChIJ4UoGsp-xQkcRA658UIjEgGY,47.5239759,19.0646152
Anamé PEST,"Budapest, Eötvös utca 9",ChIJ034ZmmfcQUcRSsXteJ8c9p8,47.5052972,19.0655222
Robika Gym,"Budapest, Rákos út 123",ChIJ2Q999P_aQUcRAF-VIk1sCws,47.5500003,19.1168285
Aura Pilates Studio,"Budapest, Király utca 98/A",ChIJ5QwRW7fdQUcRET7GCHB2nQ8,47.5060582,19.0700666
Taiko Hungary,"Budapest, Berni utca 1",ChIJNxj4jbTbQUcRpIglv0Ec-4k,47.55071829999999,19.0932872
VIP Speedfitness Studio,"Budapest, Herzen utca 3",ChIJfVccQn_dQUcRxKe1J-HgzLc,47.5174425,19.051791
Smartfit,"Budapest, Váci út 10",ChIJ8SBoc2rcQUcRVW427Jpjt3c,47.5126836,19.0569889
Nagyi-Jóga 50+ Kistarcsa,"Kistarcsa, Szabadság út 52",ChIJR1aBQaLFQUcRhzkijSX7D_Y,47.5456126,19.2604144
Zenit Wing Tsun Kung Fu Iskola - Budapest,"Budapest, Wesselényi utca 38",ChIJkcQ8vE3cQUcRyADLqDgmuqs,47.4995147,19.066737
Team Fitness,"Budapest, Rákóczi utca 36",ChIJvQMAr-rZQUcR2jbRNWOx5YI,47.5807418,19.0496018
Budai Akrobatikus Sport Egyesület,"Budapest, Bécsi út 134",ChIJFfmcGGXZQUcRjk37jhzbydc,47.54118359999999,19.0288031
Vecsési Boksz Klub,"Vecsés, Kálmán utca",ChIJaXD5yyTAQUcR03kWhdaL30k,47.409335,19.2757038
Joy Pilates Studio,"Budapest, Pünkösdfürdő utca 42",ChIJlaBrqR_ZQUcRKLA6wnr7esc,47.59449619999999,19.0585411
GYM & FITNESS FIVE - BUDAÖRS,"Budaörs, Építők útja",ChIJ_4_vwJ3gQUcRMsfovrFOeQs,47.4537789,18.951783
GetFitFast,"Budapest, Üllői út 19",ChIJ0xnpVlrcQUcRggPSFSwSzvw,47.4889669,19.0634119
CrossFit 314,"Budapest, Bécsi út 314",ChIJH-_nXivZQUcRx9hiekSFLHE,47.5720152,19.0162857
Jazmin Pilates,"Törökbálint, Mályva utca 68",ChIJ6cuqGvXgQUcRSUKK1Is0r-I,47.4203328,18.9310734
Bushido Honbu Kempo Klub,"Budapest, Dózsa György út 128-130",ChIJ7UF3n4vbQUcR_WKAg3Xi9qs,47.52009,19.069932
Török Gyula Ökölvívó Terem,"Budapest, Eötvös utca 7",ChIJbVedguDCQUcRZAuzH9MtVqM,47.4598964,19.1428368
Kispesti Vasgolyósedzés Kettlebell Klub,"Budapest, Szabó Ervin utca 4",ChIJO39Gf8LDQUcRQnRPf7SOzvY,47.4592023,19.146498
Bodybuilder Gym,"Budapest, Árpád Üzletház, Árpád út 112",ChIJkebfQtrbQUcRnmSl2TZFLM8,47.5604962,19.0981902
szabadtéri fitneszpark,Budapest,ChIJXfj_s0nDQUcRk6hVFRkP_EE,47.480731,19.1440454
Mandala Jóga Újbuda,"Budapest, Bartók Béla út 55",ChIJc89kY8TdQUcRd4SGv8mOvjI,47.4772764,19.045244
EBMAS Wing Chun Kung Fu - Széll Kálmán tér,"Budapest, Attila út 135",ChIJKeIdDKDeQUcRQ6HUoS1-Yek,47.50456579999999,19.0249903
T-REX Fitness,"Budapest, Kis Salétrom utca 2",ChIJYXChv17cQUcRKIzcAOZND1c,47.491806,19.0704861
Street Workout Park,"Budapest, Dózsa György tér",ChIJI-QRU_TdQUcRHndEHlFwaoA,47.49317190000001,19.0379869
Zoé Workout Törökbálint,"Törökbálint, Nádasdy Tamás utca 2",ChIJRbyVH3zhQUcR2VZCrgco_ho,47.4391601,18.9320816
TFSE Vívószakosztály,"Budapest, Győri út",ChIJEQbIXy_cQUcRReIyIVrQ50o,47.49302269999999,19.0267003
Dávid Petra személyi edző,"Budapest, Márvány utca 17",ChIJCbQahX3dQUcRBLwYSamJBwc,47.4956945,19.0242571
AUM Jóga ASTORIA - K3,"Budapest, Károly körút 3-a 1/10",ChIJY9rpVELcQUcRhv7Bnvw3rME,47.4952577,19.0596813
PIT BJJ ZR Team,"Budapest, Eötvös utca 5",ChIJu5xPINbCQUcRLvFCXN1b5SI,47.4597613,19.1426622
Intuitive Pilates,"Budapest, Széna tér 7",ChIJl5_hoqDeQUcRmwZjayaIiQA,47.50729,19.026637
Ananda Jóga és Életmód Stúdió,"Budapest, Edömér utca 4. fsz./2",ChIJjfwDhW3dQUcRfKfgot6gldk,47.4765158,19.0395433
The Shala Buda,"Budapest, Krisztina körút 75-6. emelet 1-es ajtó 18-as kapucsengő",ChIJ5YOZ7jLdQUcR_R2FAiuzg50,47.4961387,19.0333599
Galaxy Shape Studio,"Budapest, Margó Tivadar utca 7",ChIJr6RNPF_DQUcRRDhdw6mY2Lo,47.4467217,19.167894
FinOm Yoga,"Budapest, Garas utca 3",ChIJSbrif8nfQUcRc-fO1ZK4e9c,47.5099031,19.0181769
Pont Neked personal training,Budapest Rákóczi út 59 Földszint 1,ChIJb6OSsevdQUcRtPnNyZItJrk,47.498321,19.075697
BFF Pilates Studio,"Budapest, Révész utca 23",ChIJrTh3hLnbQUcRCRCdMs9XJ14,47.5276463,19.0585017
Predator Gym,"Budapest, Domus Áruház, Róbert Károly körút 67-2. Emelet",ChIJsT-i8fzbQUcR163BfR7cjYg,47.525683,19.0770519
Dina's Pilates Studio,"Budapest, Jókai utca 4",ChIJGRqlCundQUcRtIYKOAKPYAo,47.5058057,19.0608438
Kriston Egészségműhely,"Budapest, Király utca 14 1-emelet 5",ChIJvRjAEWrcQUcRPgTQzcM4T8k,47.4988647,19.0573121
A Fitness Újbuda,"Budapest, Nándorfejérvári út 40/A",ChIJCbQVPqLdQUcRSiOy4fmhzGI,47.4606813,19.0455375
Sparta Gym,"Budapest, Bécsi út 267",ChIJ3wS6MW3ZQUcR30NABPyqwyg,47.5516812,19.0290785
fitness 2000,"Budapest, Serény utca 2",ChIJa9M3nlTdQUcRJxAw1tFkBqg,47.435771,19.0947338
T-Klub fitness és tánc,"Budapest, Dió utca 2",ChIJ7deAMefdQUcRZtWJaedn0CU,47.46437710000001,19.0059925
"CSODAALGA - az ""Életelixír""","Budapest, Váci út 49",ChIJs3HG5rnYQUcRD20zYSH-U3M,47.52970759999999,19.0659829
Kondi stúdió,"Budapest, Csikihegyek utca 26",ChIJYRqcqnbeQUcRYwZCwkwn1_0,47.47294159999999,18.996407
BP Lions SC,"Budapest, Szent László út 4",ChIJwdOit0XbQUcRmZvWfwM7QqA,47.5234041,19.0834302
Base Power Plate,"Budapest, Kiss János altábornagy utca 7",ChIJ2w23nLDdQUcRxHV2abEE-QQ,47.494249,19.025741
SMASHER TRAINING SYSTEMS,"Budapest, Margitszigeti Atletikai Centrum",ChIJo-tr2S7dQUcR5KPWofH-DC8,47.5170413,19.0436326
SteelGym,"Budapest, Üllői út 737",ChIJV1bvzfTBQUcRtpGiL0DcjpY,47.42975310000001,19.2155683
TopForma Speedfitness 13.kerület,"Budapest, Gömb utca 2b",ChIJ31DonuvbQUcR9A02xblr7Ao,47.5332647,19.07195309999999
focusonyou.hu,"Budapest, földszinti üzlethelység, Petőfi utca 20",ChIJe2bCQ07bQUcRLdA0MnGZw_c,47.56074280000001,19.0953483
FitBody Stúdió,"Budapest, Üllői út 692",ChIJrSVZDDLBQUcRxx0qkmWoeXM,47.42947,19.2177599
CrossFit Soulmate,"Budapest, Cinkotai út 26",ChIJxzGaULrFQUcRsE6oEO05loY,47.489849,19.2429282
Fradibox Fight-Club Küzdősport Centrum,"Budapest, Üllői út 66/a",ChIJLVIRw_ncQUcRs3bgfixeLxM,47.4839592,19.07581039999999
Star Pilates Stúdió,"Budapest, Lakatos út 61-63",ChIJkdD-h5bDQUcRkUmLB50uYI0,47.4533161,19.1742838
Victory Fitness- Hűvösvölgy,"Budapest, Hűvösvölgyi út 138",ChIJxU7pvBvZQUcRun06nwh3N-E,47.537693,18.9666862
PILATESBODY Boutique Stúdió,"Budapest, Budafoki út 13-Kapucsengő 24",ChIJKbc8iGzdQUcRHgaixV7BsE0,47.4817993,19.0535164
Rokko Gym,"Budapest, Barcsay utca 3",ChIJNxNDq_jcQUcR4SPBNWPb23w,47.4998813,19.0701248
SUHANJ! Fitness,"Budapest, Tátra utca 6",ChIJbRCg3w7cQUcRvWqX1Blulng,47.5134955,19.0502451
Flat Fitness Body & Soul Studio,"Budapest, Budafoki út 9-11",ChIJ8Wo2TrbdQUcRDzD4oSoTSX0,47.4821567,19.0537267
Kőszikla Mozgás stúdió,"Budaörs, Szabadság út 48",ChIJLUw9dCTeQUcRWPhc_Q35_os,47.4608491,18.9571105
sportpark,Budapest,ChIJmbFdV_TDQUcRn4Lbp15N8_4,47.4797081,19.1432483
KALAH SYSTEM Budaörs (Személyi önvédelmi edzés),"Budaörs, Építők útja 2",ChIJcQbueqbgQUcRRuqoMfG_5nU,47.4551588,18.9514818
Elevenyoga stúdió,"Budapest, Róbert Károly körút 36-I em",ChIJ_0wqinLbQUcRrYye1Mkl4v4,47.5314353,19.0692285
Kenguru Fitness,"Budapest, Victor Hugo utca 8",ChIJkW_WbArcQUcRy0SGXZj4P9I,47.517414,19.0585774
SHE Fitness Újbuda,"Budapest, Lágymányosi utca 17b",ChIJ3-sFP63dQUcR2tb7Z7hUQ-8,47.47733119999999,19.0531616
Yoga Liget,"Budapest, Jávor utca 3",ChIJC5ikWIPdQUcRale58VGIkTE,47.5098107,19.0949563
Pince Gym,"Budapest, Ihász utca 27 /A",ChIJ83UnlhTDQUcRvnQjssgGeZk,47.48184020000001,19.1391872
Spala Kori Jógastúdió,"Budapest, Szalay utca 2",ChIJTaDv4-XdQUcRVzh01YkpasA,47.5086915,19.0486107
Life1 Váci35 Fitness,"Budapest, Váci út 35",ChIJX9pEzT_bQUcR-gfU8IA9T4M,47.52528150000001,19.0648518
"Központi Budo Akadémia - Judo-, Jiu-Jitsu oktatás","Budapest, Krisztina körút 59b",ChIJTT21dSTcQUcRaKv5T8oaFEM,47.49749559999999,19.030251
Street workout park,"Budapest, Maderspach Viktor 41",ChIJuxROWFzFQUcR4gXf8xw4u_o,47.5089839,19.2074781
Halász Fight & Fitness,"Budapest, Maláta utca 10",ChIJD7Iqx2rDQUcRlYhd7VuS_xA,47.4899643,19.1421875
Szépvölgy Judo,"Budapest, Cseppkő utca 74",ChIJSfcusjPZQUcRlTNFjz3gtAM,47.531087,19.0037597
Fitlife Studio,"Solymár, József Attila utca 16",ChIJd_WIhy13akcRFmBr_w5Mr2Y,47.59241240000001,18.9358884
KRE-Konditerem Edző,"Budapest, Szabadság utca",ChIJkY2BAV3BQUcRiZnuwUgdrcU,47.4679939,19.24375999999999
Starfit,"Budapest, Királyhágó utca 81",ChIJ_wPMPqPBQUcRhVdSNVlebaA,47.42054719999999,19.2093685
Auraboost Jógastúdió,"Budapest, Üllői út 95",ChIJa3HvZQDdQUcRTvqn6L3boig,47.4816911,19.0811739
Oktogon Mozgás Akadémia,"Budapest, Eötvös utca 11a",ChIJzeT3QG7cQUcR5DK2S74Hlak,47.5054695,19.0653035
Budai Callanetics Stúdió,"Budapest, Margit Körút 48",ChIJBUThGR3cQUcRI4DnpOJMenk,47.5109234,19.0327458
Magyar Nyugdíjasok Egyesületének Országos Szövetsége,"Budapest, Szövetség utca 9",ChIJR0xYSGHcQUcRiEU_BNIdr3A,47.4991947,19.0744205
Bhaktivedanta Jógastúdió Blaha,"Budapest, József körút 8. 4-emelet 4",ChIJ3eaUysDdQUcRu9mZIx2w3X0,47.4957682,19.0711516
Ute Birkózó Csarnok,"Budapest, Megyeri út 13",ChIJba1evRjaQUcRmO7979ZOT9k,47.57459569999999,19.0828493
FullFitness,"Budapest, Igmándi utca 1",ChIJeV4xKJTdQUcRwshDmg94YwA,47.45732909999999,19.0191646
Brothers in Arms Budapest,"Budapest, Deák Ferenc tér 2",ChIJE9ZE0_ndQUcRLtd0xXbqPYs,47.4980357,19.0535959
Élj harmóniában - jóga | meditáció | életmód | gerincterápia,"Budapest, Benczúr utca 12",ChIJIUiAuXDcQUcRTd4rJw2QvMk,47.509934,19.072357
Csömöri Sports hall,"Csömör, Major út 7-9",ChIJub855Q3FQUcRZy7IuKZOyRs,47.5467477,19.2193054
Step by Step mozgásstúdió,"Budapest, Baka utca 2",ChIJJ9apAanfQUcRhmQDCsQGc1I,47.5120029,19.0260373
Megathlon SE,"Budapest, Bartók Béla út 61",ChIJiQRUDgDdQUcRn6Yip1xz5Jk,47.4768731,19.0439357
SXL Fitness and Gym Fogarasi,"Budapest, Fogarasi út 47",ChIJfyE6lVjbQUcRDjVSbotfVKw,47.50721009999999,19.1262421
Regenout Gym,"Budaörs, Munkácsy utca 9",ChIJlSf-LQDfQUcR9iCoEQT9xEQ,47.4570066,18.953384
Outdoor Gym,"Budapest, Szent Adalbert tér 1",ChIJM20b89ndQUcRreMWf6HuRwY,47.47419239999999,19.0110643
Chrisfit Gym,"Budapest, Eleven Center, Rétköz utca 7",ChIJn4jnfEbdQUcRteQmw6tXGaE,47.4667067,19.0062267
Egyensúly és Jóga,"Budapest, Szérű utca",ChIJf9VZf03FQUcRfQ47b_TZ6WE,47.506646,19.1829904
LevendulAroma Jógastúdió,"Budapest, Barázda utca 5/B",ChIJrZ_IO4zdQUcRPv2mTc2a_i4,47.4568357,19.0487575
Amazon Futballaréna,"Budapest, Galvani utca 2",ChIJzYYUd5ndQUcRHSJ09yBNOjg,47.45601389999999,19.0406922
EBMAS Wing Tsun kungfu Belváros,"Budapest, Gönczy Pál utca 2",ChIJHw-0M-LdQUcRSFJlg2hpRvw,47.487301,19.0599415
CrossFit Budapest,"Budapest, Hamvas utca 7-9",ChIJVynHXwLDQUcRWWl71FdRAx8,47.4632478,19.1335382
Szabadtéri fitneszpark,"Budapest, Zsélyi Aladár utca 7",ChIJBYVa7ijFQUcROVxa04xzz4g,47.509172,19.1931869
Bandha Works Astanga Jógaiskola,"Budapest, Frankel Leó út 18",ChIJA0IgaQPcQUcRZhN2cDFjeBQ,47.5141354,19.0373283
Hobbiboksz SE,"Budapest, Bezerédj utca 4",ChIJ1dnNyVncQUcRBVzvRp5nfsI,47.4965165,19.0729622
White Lotus Yoga Studio,"Budapest, Vécsey utca 3-2. emelet. 23-as kapucsengő",ChIJm7G9mRjdQUcR72Fy6BpboBY,47.5053952,19.0493696
Barkan jóga,"Budaörs, Szabadság út 86",ChIJ_VWRcT3fQUcRF63o2KXpksQ,47.4603962,18.9534229
Bravo Juggling,"Budapest, Frankhegy utca 5",ChIJQyFKc3XeQUcRi7eM02M8ofU,47.46966809999999,18.9992069
Mitra Jóga-sziget,"Budapest, Mester utca 46",ChIJJS83rvjcQUcRDjIODD4Mr_o,47.47862299999999,19.073896
Oldschool Headquarters,"Budapest, Baross tér 11",ChIJY_v2PCbdQUcRegzTkl_9U6w,47.5008533,19.0850471
Kültéri edzőpark,"Budakeszi, Kert utca 29",ChIJB6Ux2JvfQUcRrPHW1-_aKU0,47.5026339,18.9223063
Re-Form Stúdió Budaörs,"Budaörs, Budapesti út 123",ChIJg1i5TBDeQUcR71qUyONzj_0,47.46312139999999,18.9795918
Aquincum Fitness,"Budapest, Vízimolnár utca 2-4",ChIJJe28-JrZQUcRVdlEy-zqzVg,47.5679125,19.05122459999999
Arunachala Stúdió,"Budapest, Kuruclesi út 63",ChIJO_sH7SrfQUcRYFgY30a02cM,47.5270379,18.9728191
"SkillGym önvédelmi, harcművészeti és erőnléti központ","Budapest, Utcafronti bejárat, Thököly út 137",ChIJy6yOVOHbQUcREPsfgNJlYuE,47.5150498,19.1054432
Vitalabc,"Budapest, Árbóc utca 2",ChIJAX0LsO7bQUcRK-35V4QQB_s,47.5315351,19.0656277
Normafa Retreat Center,"Budapest, Eötvös út 52-54",ChIJc71p0j3fQUcRXa0fGEh6s2w,47.5009786,18.9661687
CrossGenesis - Ujpest,"Budapest, Munkásotthon utca 33-39",ChIJ2crgvUnaQUcRcO-U4-njRVc,47.5589201,19.0953261
Pilates Salon,"Budapest, Lövőház utca 31",ChIJN9EBpIffQUcRHjD1HEQxrtw,47.5104009,19.0242539
Garden-Fitt Kft.,"Budapest, Hűvösvölgyi út 54",ChIJ5Zu3udbeQUcR5I1TrZwrA1w,47.5242155,18.9862328
Csige Bogi Edző Terme,"Budapest, Vérmező út 10-12",ChIJ0bEEjsDfQUcR0VK05wL6FNA,47.5064459,19.0254774
A Fitness Pesterzsébet,"Budapest, Török Flóris utca 116",ChIJdU21hgXDQUcR6k3-hKTENHc,47.4343967,19.1112353
Fűzy Pilates Kft.,"Budapest, Lublói utca 4",ChIJ-elp8FPZQUcR7fTkvknMa-4,47.527065,19.0328385
Gyenko Gym 2.,"Budapest, Csengettyű utca 8",ChIJuzZvvSvdQUcRw0_3SVKioFg,47.4645799,19.1122979
Prana Pilates Studio,"Budapest, Erdősor utca 33",ChIJl5qIugTnQUcRPfy6b48BZDk,47.41448159999999,19.0638622
Maszat Gym,"Budapest, Villányi út 4",ChIJ--3zQ3TdQUcRSmrGZUfX9Yg,47.4778399,19.0455806
Limes Holding Zrt.,"Budapest, Fóti út 56",ChIJvZycKRTaQUcRi39q-7QjJns,47.5771848,19.0951832
Formál-lak Wekerle Mozgásstúdió,"Budapest, Hungária út 28",ChIJ95M_i7XDQUcRCYM6VXh1jd4,47.4552014,19.1225577
Infratrainer Golden Body Corvin Stúdió,"Budapest, Corvin sétány 1",ChIJHZLSoEPdQUcRfpjenYMLzIM,47.4855451,19.0755932
Budapest Systema,"Budapest, Győri út 5",ChIJlfz5hFrcQUcRcicG_XoB_jw,47.4943927,19.0264347
Rúdvilág Stúdió (RVS),"Budapest, Teréz körút 9",ChIJMUdPjIDcQUcRmJT8gFyRxZU,47.504507,19.06466529999999
